id,name,name_url,description,city_id,upper_region,depth_level,created_at,created_by,automatic_fill,polygon_path,subregions_valid_after,id,name,uf,pais,latitude,longitude,created_at,name_uri,telefone_prefeitura,endereco_prefeitura,bairro_prefeitura,cep_prefeitura,email_prefeitura,nome_responsavel_prefeitura,summary,state_id,country_id,automatic_fill
259,Campo Limpo,+campo-limpo,,1,256,3,2013-06-14 16:01:04.088481,1,f,lscoCr~k|GE?YEUEs@Oe@Mc@MICMA?Ac@I[Ag@EQAOEMKCCAAEEMi@GUKe@Sc@IIKCSAA?OCQICCOQGMu@iAe@k@YUcAw@q@g@IMGQISKUQ_@Ic@G_@Gc@?A??Uw@Qa@O_@U]m@e@_Ao@Y_@OUGW?QBSFY@ARi@DKDUHy@?E@e@?K?a@ESQ]Q]_@s@w@mAQYk@y@SSSMOGCAA?WCk@EUESIIGc@YIE[SWIc@MMCg@OtVcC`BQ`De@xEq@pB[|B[bEaBzAm@bC_A@A@?`FoBjBs@dAc@dAa@fJoDhFsBBAtSeIrCgAdE_B|QiHNGTKfBq@lDuA`Bo@tAi@PPHFLDVFbAN??zANf@DND`@Rz@r@fAx@b@\xAx@TNb@Vh@d@d@b@r@v@nA~AT\JNn@bALJLJTFRBP?\?PA@f@D`A@p@DTFVPl@Zh@^`@ZZ\RVFND`@Fv@DvF\V@XBTD\Ld@TTNTNf@d@p@z@f@p@jBlD\l@^j@l@jAf@lA\|@Ld@D^JhCB`@H\Np@P`@l@~ALr@@l@@f@In@CTIt@C~@?n@?HDp@D\Ht@X|A\hAR^Vf@p@hAZb@PTh@r@f@f@j@b@f@\TJl@N|ALF@Z@tABb@Df@Jd@Pb@ZPPVXNXn@|AP`@P\NTVXZZb@X`Af@f@XTRTTV^Zx@Tt@Pf@@BN\NXLRFDVZnCnCvAvAb@b@^^r@j@nA~@~FtEhAx@c@bAMXMZOLONIJELEPUfAYj@]h@aAhAWTg@j@_@XWL]JGBc@hBe@lBi@xBa@`BS|@Oj@CJELUdAc@lBCH]vAEPABGJULWLaAl@a@PIDQRKJ[b@CLMLKRGFUXMFEHGPEJAHATEnAI`CCRENaA`C]z@{@rBKTm@zAHFF@L?d@Cl@IREJEN@P?F@F@HDXRVVRPRVNRFL@HvCs@DA?FGPEDGHIFULGBWNKHMHIHKLWXKNKNU\OXGNIREJALCPAf@AZAVAJ?J?J?J@PBX@X@JAF?DABADEFEDMJGFKNGJGPGLEPUv@YfAGZIRMf@GP??CLAPCl@AZALCDJVHNBL?HAJId@QfAGPCHENg@lAw@jB}@zBMVGNEJGJCDURQPUROLQNi@d@OPGDEBG@OFKBMBG@@FENI\Un@INm@lAa@~@Q`@KZKZEPId@IZAF???LFh@Fb@Lb@Rb@NX??NTV\LJRVLJTNLHPFRFl@J`AT~@ZTLFBBH?HBFDBB@BBFLN`@L`@P`@HTMBGCGCGCMEKEa@MOEI?G?KBe@HODe@R??_@JSDI@SDC@C?UD{@Fa@BS?KAK?[E?CAGEQIOCEYe@iA_Bo@_A{DaGMOkAeBKMEEIG]Gw@Ma@Im@M??_@KC?WK??SM}@g@_@KEAEASCOAW@m@HW?YEECc@Sq@W{@[a@QGGYSc@_@_@[[a@gB{B}@yAGOAG?G?M@{A?Q?W?EAGEQCEIKEGIGSMOGCAUEIAGAUCc@Ew@KKCGAMICAGGEEGMAGGk@Ig@G_@GUEKKYM[EIGOEMM_@K_@Ok@Ou@E]AIA]?]F_A?AJ}A?UAEAAEKc@[o@g@IMCGKOe@cACISm@Yq@_@q@QUWa@OWKOkB{Du@_BQ_@MQEEGGICE?G@KDKNQPE@CDSDg@HWBO?SC??MCICSIe@SUGy@UYMe@Sa@MECSGOECAo@Sa@GeAOWEqA_@_A[a@SSQIMKYIg@MYi@cAg@m@KUQq@Oq@Si@u@uBMi@ACWyA??AEIWEMKOS]QSWQsA}@MMEECICSE}AASEMWe@qAoCAEGSAOCQGs@EUGQUi@OWSYMKOIUIg@GGAOCe@OWG_@IYIUK[O??ECSKc@Q??m@YkCoA{As@WOAAQOAACCEEA?????QSU[e@i@OQoBkCo@y@y@{@e@]KGMEQEYEG?IAKAKAGCQKCCa@_@ACa@_@AA[[]g@Yg@EGIICESOKIgBiAcAm@WOo@_@e@YIIAAAAIQSi@EMK]Wg@ACqAoBa@i@MQGGCC]_@UUYMOEW?k@D_@E,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
310,Freguesia do Ó/Brasilândia,freguesia-do-o-brasilandia,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
313,Jaçanã/Tremembé,ja-an-trememb,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
191,Aricanduva/Formosa/Carrão,aricanduva-formosa-carrao,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
203,Guaianases,guaianases,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
206,Pirituba,pirituba,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
210,Pinheiros,pinheiros,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
215,M'Boi Mirim,m-boi-mirim,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
354,Sapopemba,sapopemba,,1,,2,2013-07-29 14:59:16.987098,11,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
195,Santana/Tucuruvi,santana-tucuruvi,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
199,Vila Maria/Vila Guilherme,vila-maria-vila-guilherme,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
